127.0.0.1 - - [16/May/2015:21:36:43 +0800] "GET / HTTP/1.1" 200 766 "-" "Mozilla/5.0 (Linux; U; Android 2.3; en-us; SAMSUNG-SGH-I717 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [16/May/2015:21:36:43 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (Linux; U; Android 2.3; en-us; SAMSUNG-SGH-I717 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [16/May/2015:21:36:43 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (Linux; U; Android 2.3; en-us; SAMSUNG-SGH-I717 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [16/May/2015:21:36:48 +0800] "GET /favicon.ico HTTP/1.1" 404 570 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36"
127.0.0.1 - - [16/May/2015:21:37:08 +0800] "-" 400 0 "-" "-"
127.0.0.1 - - [16/May/2015:21:37:10 +0800] "GET / HTTP/1.1" 200 766 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:10 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:10 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:11 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:11 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:11 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:12 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:12 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:12 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:12 +0800] "GET /aaa.txt HTTP/1.1" 200 9 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:16 +0800] "-" 400 0 "-" "-"
127.0.0.1 - - [16/May/2015:21:37:46 +0800] "GET / HTTP/1.1" 200 772 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:46 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:46 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:47 +0800] "GET /aaa.txt HTTP/1.1" 200 9 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:37:51 +0800] "-" 400 0 "-" "-"
127.0.0.1 - - [16/May/2015:21:38:03 +0800] "GET / HTTP/1.1" 200 790 "-" "Mozilla/5.0 (Linux; U; Android 2.3; en-us; SAMSUNG-SGH-I717 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [16/May/2015:21:38:03 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (Linux; U; Android 2.3; en-us; SAMSUNG-SGH-I717 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [16/May/2015:21:38:03 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (Linux; U; Android 2.3; en-us; SAMSUNG-SGH-I717 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [16/May/2015:21:41:23 +0800] "GET / HTTP/1.1" 200 828 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:41:23 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:41:23 +0800] "GET /jq.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:41:23 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
127.0.0.1 - - [16/May/2015:21:41:23 +0800] "GET /jquery.min.js HTTP/1.1" 304 0 "http://0.0.0.0:9000/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
